,index,ID,Age,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,Income,marital_Single,marital_Married,marital_Together,marital_Divorced,marital_Widow,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Customer_Days,Complain,MntTotal,MntRegularProds,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AcceptedCmpOverall,Response
1863,1863,3254,53,False,False,True,False,False,70886.0,False,True,False,False,False,1,0,65,2,3937,0,960,907,407,70,239,103,88,53,1,5,4,4,0,0
1864,1864,9064,42,False,False,True,False,False,69109.0,False,True,False,False,False,0,0,10,4,4276,0,1555,1460,823,25,459,124,29,95,1,6,6,7,1,1
1865,1865,3678,51,False,False,True,False,False,60208.0,False,False,False,False,True,1,1,13,7,4309,0,656,597,488,23,71,15,0,59,11,8,3,7,1,1
1866,1866,4227,56,False,False,False,True,False,32889.0,False,False,True,False,False,1,1,78,5,3975,0,55,47,28,0,13,4,2,8,3,2,1,3,0,0
1867,1867,9467,40,False,False,True,False,False,34738.0,True,False,False,False,False,1,0,51,6,3728,0,20,18,3,2,10,3,0,2,1,1,0,3,0,0
1868,1868,8486,53,False,False,False,True,False,30538.0,False,False,True,False,False,1,0,27,10,4315,0,367,347,284,0,52,8,3,20,4,9,0,4,0,0
1869,1869,2186,47,True,False,False,False,False,82326.0,False,False,True,False,False,0,0,30,2,3790,0,2257,2074,938,142,754,159,81,183,1,5,10,6,3,1
1870,1870,3286,57,False,False,False,False,True,26642.0,False,False,False,True,False,1,0,71,6,3799,0,42,34,13,2,15,2,2,8,2,2,0,3,0,0
1871,1871,8602,60,False,False,True,False,False,69932.0,False,False,False,True,False,0,1,97,4,4061,0,1049,992,412,172,153,150,105,57,2,7,6,11,0,0
1872,1872,3722,52,False,False,True,False,False,44503.0,True,False,False,False,False,1,1,83,6,3753,0,48,40,31,1,8,0,0,8,2,2,0,3,0,0
1873,1873,6715,76,False,False,False,False,True,60200.0,True,False,False,False,False,0,1,3,6,4222,0,685,659,502,19,132,0,6,26,6,6,2,11,0,0
1874,1874,4796,72,False,False,True,False,False,49638.0,False,False,False,True,False,0,1,71,2,3750,0,39,39,18,10,3,3,5,0,1,1,0,3,0,0
1875,1875,9612,37,True,False,False,False,False,23830.0,True,False,False,False,False,0,0,3,7,3821,0,43,27,1,8,6,4,8,16,1,1,0,3,0,0
1876,1876,3766,65,False,False,False,True,False,33051.0,False,False,False,False,True,0,0,15,9,4361,0,835,616,100,71,243,108,94,219,3,9,1,8,0,1
1877,1877,1399,66,False,False,True,False,False,72905.0,False,True,False,False,False,0,0,52,1,3838,0,1515,1312,407,114,445,181,165,203,1,3,7,9,1,0
1878,1878,1570,73,False,False,False,False,True,69702.0,False,False,True,False,False,0,1,8,4,4174,0,1039,982,664,9,240,50,19,57,2,7,7,10,0,0
1879,1879,3426,49,False,False,True,False,False,70300.0,False,False,False,True,False,1,0,89,8,4028,0,1596,1550,1045,61,338,60,46,46,3,5,5,13,0,0
1880,1880,3074,40,False,False,False,False,True,70643.0,False,True,False,False,False,0,0,66,6,4301,0,1828,1795,1218,107,304,23,143,33,1,5,8,4,0,1
1881,1881,8341,55,False,False,False,False,True,30396.0,False,True,False,False,False,1,0,22,7,3739,0,34,22,15,0,6,0,1,12,2,1,1,2,1,1
1882,1882,5180,56,False,False,False,False,True,50616.0,False,False,False,True,False,0,1,56,7,3751,0,149,145,128,0,16,0,1,4,2,4,0,4,0,0
1883,1883,6461,55,False,False,False,True,False,62772.0,True,False,False,False,False,0,1,74,2,4085,0,946,838,581,49,157,43,8,108,1,5,6,11,1,0
1884,1884,7679,39,False,False,False,False,True,30298.0,True,False,False,False,False,0,0,48,3,3720,0,28,28,6,3,12,6,1,0,1,1,1,3,0,0
1885,1885,10702,40,False,False,True,False,False,52413.0,True,False,False,False,False,1,0,67,7,4282,0,450,438,185,8,133,56,56,12,2,7,1,7,0,0
1886,1886,7505,67,False,False,False,False,True,44155.0,False,True,False,False,False,1,1,24,4,3840,0,46,32,22,1,9,0,0,14,1,1,1,2,0,0
1887,1887,5113,53,False,False,False,False,True,86979.0,False,False,False,True,False,0,0,67,2,3913,0,1702,1667,584,100,835,65,83,35,1,5,5,5,1,1
1888,1888,10858,49,False,False,True,False,False,76532.0,False,False,True,False,False,1,1,38,5,3972,0,820,790,355,30,177,90,138,30,4,9,5,7,0,0
1889,1889,2961,42,False,False,True,False,False,42081.0,False,True,False,False,False,1,0,86,6,4167,0,382,355,175,10,110,54,6,27,2,6,3,4,1,0
1890,1890,2747,36,False,False,False,False,True,67546.0,False,True,False,False,False,0,0,90,3,4346,0,2126,1954,864,134,768,150,38,172,1,4,10,5,0,0
1891,1891,3010,35,False,False,False,True,False,88420.0,False,False,True,False,False,0,0,87,1,3737,0,2069,1916,957,153,612,99,95,153,1,4,7,8,3,0
1892,1892,5790,39,False,False,True,False,False,31158.0,False,True,False,False,False,1,0,62,8,4197,0,72,67,25,6,16,20,0,5,2,2,0,3,0,0
1893,1893,6892,56,False,False,True,False,False,61671.0,False,False,False,True,False,0,1,23,8,3705,0,732,704,641,7,56,0,0,28,8,10,4,6,2,0
1894,1894,1743,50,False,False,True,False,False,69719.0,True,False,False,False,False,0,0,99,1,3713,0,801,758,273,86,208,177,14,43,1,2,3,5,0,0
1895,1895,3578,75,False,False,True,False,False,49160.0,False,False,False,True,False,0,1,29,6,3931,0,236,221,122,21,43,25,10,15,2,3,1,6,0,0
1896,1896,8462,46,False,True,False,False,False,24882.0,False,False,True,False,False,1,0,52,6,4337,0,80,44,1,4,10,29,0,36,1,1,1,2,1,0
1897,1897,5558,70,False,False,False,False,True,90933.0,True,False,False,False,False,0,0,90,1,3769,0,1685,1606,1020,31,430,62,63,79,1,4,6,4,1,0
1898,1898,4619,79,False,False,False,False,True,113734.0,True,False,False,False,False,0,0,9,1,3711,0,277,274,6,2,3,1,262,3,0,27,0,0,0,0
1899,1899,8780,74,False,False,False,False,True,59292.0,False,False,True,False,False,0,1,71,3,4060,0,507,493,378,14,68,19,14,14,2,3,5,8,0,0
1900,1900,10789,60,False,False,False,False,True,45759.0,False,True,False,False,False,1,1,13,7,4170,0,68,64,42,1,18,3,0,4,2,2,0,3,0,0
1901,1901,10779,41,False,False,True,False,False,22148.0,True,False,False,False,False,0,0,16,7,3756,0,49,38,15,5,14,0,4,11,1,1,0,3,0,0
1902,1902,5896,37,False,False,False,True,False,73395.0,False,True,False,False,False,0,0,94,2,3782,0,397,386,272,7,80,20,7,11,1,4,4,6,0,0
1903,1903,2337,53,False,False,True,False,False,29819.0,False,False,False,True,False,1,0,77,6,3927,0,39,37,9,1,24,2,1,2,3,3,0,3,0,0
1904,1904,10951,56,False,False,True,False,False,45688.0,False,True,False,False,False,0,1,20,4,3834,0,306,297,279,0,18,0,0,9,2,3,1,8,1,0
1905,1905,544,70,False,False,True,False,False,62820.0,False,True,False,False,False,0,0,51,1,4093,0,976,923,398,61,265,138,61,53,1,3,4,6,0,0
1906,1906,17,53,False,False,False,False,True,60491.0,False,True,False,False,False,0,1,81,5,3975,0,1028,952,637,47,237,12,19,76,4,6,11,7,0,0
1907,1907,10680,38,False,False,True,False,False,33235.0,False,False,True,False,False,1,0,71,7,3823,0,70,64,45,0,16,2,1,6,1,3,0,3,0,0
1908,1908,3265,65,False,False,True,False,False,35701.0,False,True,False,False,False,0,0,36,6,4146,0,46,41,21,1,9,7,3,5,1,1,0,3,0,0
1909,1909,5623,44,False,False,False,True,False,31535.0,False,True,False,False,False,1,0,95,7,3955,0,51,32,15,4,13,0,0,19,1,1,1,2,1,0
1910,1910,5832,64,True,False,False,False,False,92556.0,False,False,True,False,False,0,0,32,0,3749,0,1263,1235,493,183,352,184,23,28,0,3,5,13,0,0
1911,1911,5544,54,False,False,True,False,False,67384.0,True,False,False,False,False,0,1,32,5,4275,0,1490,1383,957,40,175,158,53,107,2,7,8,5,1,0
1912,1912,6417,53,False,False,False,True,False,80573.0,False,False,True,False,False,0,0,85,2,4302,0,1564,1549,829,138,430,60,92,15,1,4,6,13,0,0
1913,1913,5831,57,False,False,True,False,False,77870.0,False,True,False,False,False,0,1,93,8,4355,0,1815,1682,1017,50,500,65,50,133,3,5,5,5,2,1
1914,1914,7101,61,False,False,False,False,True,52278.0,False,False,False,False,True,0,1,24,8,4199,0,1198,1024,953,0,71,0,0,174,6,10,5,10,0,0
1915,1915,10176,56,False,False,True,False,False,57107.0,True,False,False,False,False,0,1,44,8,4353,0,416,279,159,0,120,0,0,137,7,4,4,8,2,1
1916,1916,2326,34,False,False,True,False,False,18929.0,False,True,False,False,False,0,0,15,6,4177,0,85,67,32,0,8,23,4,18,1,1,0,4,0,0
1917,1917,4385,43,False,False,False,False,True,36038.0,True,False,False,False,False,1,0,82,6,4073,0,47,40,23,0,15,0,2,7,2,3,0,3,0,0
1918,1918,2929,48,False,False,True,False,False,20180.0,True,False,False,False,False,0,0,27,7,4173,0,137,119,18,42,24,15,20,18,1,2,1,4,0,0
1919,1919,10686,59,False,False,False,False,True,34230.0,False,False,True,False,False,1,1,72,7,4229,0,21,19,15,0,4,0,0,2,1,1,0,2,0,0
1920,1920,2546,47,True,False,False,False,False,31878.0,True,False,False,False,False,0,1,7,3,3686,0,70,47,23,4,5,10,5,23,1,1,0,4,0,0
1921,1921,3283,52,True,False,False,False,False,70932.0,False,True,False,False,False,0,1,57,3,3840,0,909,724,200,193,100,46,185,185,2,6,2,12,0,0
1922,1922,3138,68,False,False,True,False,False,91249.0,True,False,False,False,False,0,0,84,4,4296,0,1676,1649,1324,27,119,71,108,27,0,7,9,6,4,1
1923,1923,4994,81,False,False,False,True,False,77598.0,True,False,False,False,False,0,0,53,3,3950,0,1735,1702,1193,33,281,129,66,33,1,7,5,13,1,0
1924,1924,7966,65,False,False,True,False,False,80982.0,True,False,False,False,False,1,1,48,5,4216,1,1191,1169,505,137,401,104,22,22,3,11,5,11,0,0
1925,1925,3112,47,False,False,False,True,False,22701.0,False,True,False,False,False,1,0,2,5,3976,0,24,19,2,4,9,0,4,5,1,1,0,3,0,0
1926,1926,10872,55,False,False,False,False,True,55212.0,False,True,False,False,False,0,1,65,8,4262,0,1182,1148,1103,0,45,0,0,34,3,4,2,11,2,0
1927,1927,2181,54,False,False,True,False,False,70617.0,False,True,False,False,False,0,0,45,2,4050,0,1280,1253,353,61,753,40,46,27,1,3,3,7,0,0
1928,1928,1867,67,False,False,True,False,False,64849.0,True,False,False,False,False,0,0,42,5,4272,0,1336,1228,652,48,350,94,84,108,1,9,3,6,0,1
1929,1929,1518,59,False,False,False,True,False,62694.0,False,True,False,False,False,1,1,29,7,4056,0,749,658,379,6,157,25,91,91,5,9,3,7,0,0
1930,1930,5734,50,False,False,False,False,True,61917.0,False,True,False,False,False,1,1,83,5,3900,0,91,90,46,4,36,2,2,1,1,2,0,4,0,0
1931,1931,2878,77,False,False,False,False,True,67472.0,False,True,False,False,False,0,1,93,3,3953,0,414,345,162,31,127,8,17,69,2,4,2,7,0,0
1932,1932,1458,42,False,False,False,True,False,21059.0,False,True,False,False,False,1,0,40,6,3852,0,44,36,8,3,19,3,3,8,3,3,0,3,0,0
1933,1933,7007,56,False,False,False,True,False,29543.0,False,True,False,False,False,2,0,47,7,3768,0,63,45,17,3,18,3,4,18,2,3,1,2,0,0
1934,1934,6200,73,False,False,True,False,False,75903.0,False,True,False,False,False,0,1,50,3,4126,0,901,801,340,108,185,130,38,100,2,6,6,9,0,0
1935,1935,1403,49,True,False,False,False,False,34984.0,False,False,True,False,False,1,1,40,7,4340,0,38,35,8,4,15,3,5,3,2,1,0,3,0,0
1936,1936,4827,68,False,False,False,False,True,54998.0,True,False,False,False,False,0,1,3,4,4155,0,455,447,154,22,202,39,30,8,5,4,2,9,0,1
1937,1937,6250,75,False,False,False,False,True,54356.0,False,False,False,False,True,0,1,62,8,4266,0,775,775,710,15,30,20,0,0,3,11,2,8,0,1
1938,1938,9291,65,False,False,False,True,False,34242.0,False,True,False,False,False,0,1,25,5,3777,0,15,14,8,2,4,0,0,1,1,0,0,3,0,0
1939,1939,2478,51,False,False,True,False,False,25410.0,False,True,False,False,False,1,0,48,4,3981,0,38,34,2,2,4,13,13,4,1,1,0,4,0,0
1940,1940,1139,40,False,False,False,False,True,73356.0,False,True,False,False,False,0,0,56,2,3822,0,1512,1400,1050,14,322,0,14,112,1,5,11,5,3,1
1941,1941,5138,74,False,False,True,False,False,28320.0,False,False,True,False,False,0,1,68,8,4210,0,43,39,19,1,14,3,2,4,1,1,0,3,0,0
1942,1942,5393,47,False,False,True,False,False,23763.0,True,False,False,False,False,1,0,64,7,4370,0,42,36,22,0,6,6,2,6,1,1,0,3,0,0
1943,1943,10413,40,False,False,True,False,False,72570.0,False,True,False,False,False,0,0,67,1,3744,0,1089,865,274,83,216,151,141,224,1,4,6,12,0,0
1944,1944,5015,48,False,False,False,True,False,34529.0,False,True,False,False,False,1,0,94,7,4332,0,162,121,68,6,38,3,6,41,2,2,2,3,0,0
1945,1945,10868,73,False,False,True,False,False,70792.0,False,False,False,False,True,0,0,82,3,4187,0,1272,1158,344,45,654,104,11,114,2,3,4,10,0,0
1946,1946,10676,42,False,False,True,False,False,63211.0,False,True,False,False,False,0,0,3,2,4283,0,1173,1028,145,193,459,205,26,145,2,3,8,7,0,1
1947,1947,2495,50,False,False,False,True,False,83891.0,False,True,False,False,False,0,1,24,1,3688,0,816,801,217,38,350,111,85,15,1,4,7,10,0,0
1948,1948,7842,56,False,False,True,False,False,36065.0,True,False,False,False,False,1,1,54,8,4134,0,74,71,18,7,34,10,2,3,3,3,0,3,0,0
1949,1949,9955,70,False,False,True,False,False,39898.0,False,False,True,False,False,0,1,20,7,4181,0,134,122,69,8,26,12,7,12,2,3,0,4,0,0
1950,1950,6663,84,False,False,False,False,True,51141.0,True,False,False,False,False,0,0,96,5,4035,0,157,151,144,0,7,0,0,6,1,3,1,4,0,0
1951,1951,2162,48,False,False,True,False,False,56939.0,False,True,False,False,False,0,1,19,3,3963,0,561,512,256,34,103,90,29,49,2,3,3,10,0,0
1952,1952,3434,73,False,False,True,False,False,80872.0,True,False,False,False,False,0,0,60,1,3727,0,1336,1228,483,72,567,94,12,108,1,4,4,10,0,0
1953,1953,7919,48,False,False,False,False,True,72335.0,False,False,True,False,False,0,0,2,8,4364,0,2092,2092,1285,105,653,28,21,0,1,10,4,8,0,1
1954,1954,5626,60,False,False,False,False,True,61798.0,True,False,False,False,False,0,0,13,4,3897,0,463,450,338,4,89,11,8,13,1,4,2,9,0,0
1955,1955,6428,74,False,False,False,False,True,76842.0,False,False,False,False,True,0,0,37,0,3736,0,1130,1098,605,10,345,84,54,32,1,1,8,7,0,0
1956,1956,8514,48,False,False,True,False,False,29478.0,False,False,True,False,False,1,0,59,6,3842,0,20,19,8,0,7,3,1,1,1,1,0,3,0,0
1957,1957,10448,68,False,False,True,False,False,46998.0,True,False,False,False,False,0,1,55,7,4294,0,377,350,172,41,86,45,6,27,5,5,3,5,1,0
1958,1958,2109,34,False,False,True,False,False,96843.0,True,False,False,False,False,0,0,60,2,4111,0,1544,1527,448,71,951,40,17,17,1,6,11,10,1,1
1959,1959,7530,74,False,False,False,False,True,56551.0,False,False,False,False,True,1,1,48,4,3732,0,138,122,67,4,32,17,2,16,3,2,1,4,0,0
1960,1960,8925,59,False,False,False,True,False,70053.0,False,True,False,False,False,0,1,38,5,4040,0,1012,923,512,53,98,81,179,89,3,8,5,10,0,0
1961,1961,3009,62,False,False,False,False,True,71670.0,False,False,False,False,True,0,0,8,6,4034,0,1766,1606,1462,16,128,0,0,160,1,5,3,6,3,1
1962,1962,6355,46,False,False,True,False,False,44359.0,False,True,False,False,False,1,1,19,3,3691,0,45,44,20,0,14,7,3,1,3,2,0,4,0,0
1963,1963,3517,72,False,False,True,False,False,40887.0,True,False,False,False,False,1,1,32,9,4098,0,161,118,50,4,44,10,10,43,3,3,1,3,0,1
1964,1964,1158,58,False,False,True,False,False,48877.0,False,False,False,True,False,0,1,27,7,3854,0,144,120,102,1,15,2,0,24,1,3,0,4,0,0
1965,1965,6203,77,False,False,True,False,False,74485.0,False,False,True,False,False,0,0,58,3,3988,0,1734,1685,499,149,815,173,49,49,1,6,7,12,0,0
1966,1966,7165,52,False,False,True,False,False,64474.0,False,False,True,False,False,0,1,59,5,3929,0,823,730,381,35,172,56,86,93,2,8,2,10,0,0
1967,1967,3595,61,False,False,True,False,False,77226.0,False,False,True,False,False,0,1,29,3,3800,0,1138,1117,631,43,239,128,76,21,2,6,8,12,0,0
1968,1968,8537,75,False,False,True,False,False,72643.0,False,False,False,False,True,0,0,60,2,4166,0,1429,1376,526,80,553,123,94,53,1,3,10,7,1,1
1969,1969,4331,46,False,False,False,True,False,85738.0,False,False,True,False,False,0,0,41,1,3836,0,1371,1358,913,26,376,17,26,13,1,3,6,11,2,0
1970,1970,6281,58,False,False,True,False,False,55686.0,False,False,False,True,False,0,1,27,4,4179,0,982,956,673,0,199,37,47,26,2,6,3,5,1,0
1971,1971,4338,41,False,False,True,False,False,39062.0,True,False,False,False,False,1,0,28,4,3775,0,44,32,23,0,9,0,0,12,1,1,0,3,1,0
1972,1972,2452,53,False,False,True,False,False,34600.0,False,False,True,False,False,1,1,8,8,4223,0,318,303,199,33,60,8,3,15,5,5,2,5,0,1
1973,1973,9507,49,False,False,True,False,False,40794.0,False,True,False,False,False,0,1,18,7,4127,0,434,384,261,23,73,4,23,50,2,6,3,5,0,0
1974,1974,8360,53,True,False,False,False,False,54690.0,False,True,False,False,False,1,1,76,3,3913,0,198,180,111,16,37,7,9,18,3,3,1,5,0,0
1975,1975,10311,55,False,False,True,False,False,4428.0,False,True,False,False,False,0,1,0,1,3946,0,359,38,16,4,12,2,4,321,0,25,0,0,0,0
1976,1976,5117,61,True,False,False,False,False,32632.0,False,True,False,False,False,0,0,32,5,4375,0,576,523,63,151,137,153,19,53,2,4,4,8,0,0
1977,1977,4867,56,False,False,False,False,True,38236.0,True,False,False,False,False,1,1,2,7,3961,0,88,78,58,0,18,2,0,10,4,3,0,4,0,0
1978,1978,9289,45,False,False,True,False,False,36781.0,False,True,False,False,False,1,0,16,8,3759,0,63,50,29,1,17,0,3,13,1,2,1,2,0,1
1979,1979,10913,40,False,False,False,True,False,31385.0,True,False,False,False,False,1,0,56,8,4250,0,27,18,3,2,12,0,1,9,1,1,0,2,1,1
1980,1980,3032,40,False,False,True,False,False,24570.0,False,True,False,False,False,1,0,97,9,4166,0,193,149,28,34,62,11,14,44,3,4,0,4,0,0
1981,1981,8524,50,False,False,False,False,True,25509.0,False,False,False,True,False,1,0,15,9,4328,0,101,90,40,3,30,10,7,11,3,3,0,3,0,1
1982,1982,3334,73,False,False,True,False,False,94642.0,False,True,False,False,False,0,0,35,1,3816,0,2211,2068,879,143,797,106,143,143,0,5,7,9,2,0
1983,1983,4470,62,False,False,False,True,False,58646.0,False,True,False,False,False,0,1,3,4,4063,0,140,118,62,1,44,6,5,22,1,2,1,4,0,0
1984,1984,1406,49,False,False,True,False,False,53201.0,True,False,False,False,False,1,1,49,7,4181,0,415,388,280,7,81,20,0,27,8,6,3,5,0,0
1985,1985,8619,67,False,False,True,False,False,21994.0,False,False,True,False,False,0,1,4,5,4231,0,22,19,9,0,6,3,1,3,1,0,0,3,0,0
1986,1986,10821,46,False,False,True,False,False,57113.0,False,True,False,False,False,1,1,45,7,4187,0,263,221,182,4,33,0,2,42,6,4,1,5,0,0
1987,1987,4552,33,False,False,True,False,False,51373.0,False,True,False,False,False,0,0,37,4,4051,0,393,276,83,2,101,64,26,117,1,3,5,3,0,0
1988,1988,898,38,False,False,True,False,False,23477.0,False,True,False,False,False,1,0,39,8,3930,0,147,118,38,15,54,3,8,29,3,3,0,4,0,0
1989,1989,9797,68,False,False,True,False,False,58116.0,False,True,False,False,False,0,1,38,2,3756,0,443,392,228,19,130,4,11,51,2,3,3,8,0,0
1990,1990,10949,61,False,False,False,False,True,72968.0,False,False,False,True,False,0,0,8,3,3874,0,1958,1903,1092,37,592,145,37,55,1,5,5,8,1,1
1991,1991,8212,53,False,False,False,True,False,39791.0,False,True,False,False,False,0,1,89,7,4137,0,174,153,85,15,27,13,13,21,2,3,1,4,0,0
1992,1992,6248,77,False,False,False,True,False,91712.0,True,False,False,False,False,0,0,47,3,3934,0,2217,2169,1276,24,746,94,29,48,0,9,7,11,1,1
1993,1993,10164,66,False,False,True,False,False,94472.0,True,False,False,False,False,0,1,75,5,3766,0,1691,1675,1017,33,417,108,100,16,1,5,5,5,2,0
1994,1994,4547,64,False,False,True,False,False,13672.0,False,False,True,False,False,1,1,86,8,4117,0,25,20,6,2,9,2,1,5,2,1,0,3,0,0
1995,1995,6815,44,True,False,False,False,False,96547.0,False,True,False,False,False,0,0,4,2,3716,0,809,747,448,21,125,52,101,62,0,7,6,8,3,1
1996,1996,4122,49,False,False,True,False,False,79205.0,False,True,False,False,False,0,0,73,4,4348,0,895,851,504,23,117,179,28,44,1,6,5,4,1,1
1997,1997,10841,49,False,False,False,False,True,56559.0,False,False,True,False,False,0,1,46,4,4230,0,484,453,226,22,133,41,31,31,3,4,3,8,0,0
1998,1998,5370,51,False,False,False,False,True,32644.0,False,True,False,False,False,1,0,38,8,4208,0,413,390,239,3,141,0,7,23,4,7,1,6,1,0
1999,1999,176,44,True,False,False,False,False,67506.0,True,False,False,False,False,0,1,73,3,3857,0,331,264,90,38,67,33,36,67,1,4,1,6,0,0
2000,2000,4860,54,False,False,True,False,False,24206.0,True,False,False,False,False,1,0,66,6,4157,0,25,22,7,2,8,3,2,3,1,1,0,3,0,0
2001,2001,10757,57,False,False,False,False,True,28420.0,False,False,False,True,False,1,0,36,6,3866,0,13,13,4,2,5,2,0,0,1,1,0,2,0,0
2002,2002,4023,54,False,False,True,False,False,22979.0,False,True,False,False,False,1,0,29,8,4340,0,115,93,16,17,19,20,21,22,3,3,2,2,0,1
2003,2003,6679,58,False,False,True,False,False,33279.0,True,False,False,False,False,0,0,29,3,3696,0,16,16,10,3,3,0,0,0,1,0,0,3,0,0
2004,2004,9923,52,False,False,False,True,False,46423.0,True,False,False,False,False,1,1,6,7,3963,0,92,84,68,0,16,0,0,8,3,2,0,4,0,0
2005,2005,7181,47,False,False,True,False,False,30368.0,False,True,False,False,False,0,1,97,8,3913,0,52,50,35,0,13,2,0,2,2,2,0,3,0,0
2006,2006,3599,54,False,False,True,False,False,63684.0,False,True,False,False,False,0,1,61,5,4259,0,1464,1384,575,80,428,208,93,80,3,8,4,8,0,0
2007,2007,405,60,False,False,True,False,False,41638.0,False,False,False,True,False,0,1,68,8,4180,0,441,350,315,0,31,4,0,91,4,5,5,3,1,0
2008,2008,6870,65,False,False,False,False,True,68805.0,False,False,False,True,False,0,1,73,2,3964,0,283,263,182,2,49,17,13,20,1,3,1,7,0,0
2009,2009,832,58,False,False,False,False,True,65814.0,False,False,True,False,False,0,1,90,5,3798,0,747,712,561,14,113,10,14,35,3,8,2,10,0,0
2010,2010,2002,66,False,False,True,False,False,71964.0,False,False,False,True,False,0,0,81,3,4084,0,1870,1784,587,51,932,180,34,86,1,5,6,5,0,0
2011,2011,3657,38,False,False,True,False,False,39146.0,True,False,False,False,False,1,0,1,8,4179,0,165,153,94,1,33,13,12,12,3,4,0,4,0,0
2012,2012,500,47,False,False,True,False,False,96876.0,False,False,True,False,False,0,0,79,2,4006,0,1941,1920,908,43,735,40,194,21,1,7,7,9,3,1
2013,2013,1951,43,False,True,False,False,False,34445.0,False,True,False,False,False,0,0,92,9,4197,0,839,809,228,122,122,208,129,30,6,11,2,8,0,0
2014,2014,3262,66,False,False,True,False,False,68281.0,True,False,False,False,False,0,0,31,5,4370,0,1655,1614,995,112,417,42,48,41,1,2,9,13,0,1
2015,2015,4102,49,True,False,False,False,False,37284.0,False,True,False,False,False,1,1,46,6,4136,0,23,17,11,1,2,2,1,6,1,0,0,3,0,0
2016,2016,7042,41,False,False,True,False,False,36790.0,False,True,False,False,False,0,0,14,9,4164,0,66,56,3,3,14,15,21,10,1,2,1,2,0,1
2017,2017,10598,57,False,False,True,False,False,27943.0,False,False,True,False,False,1,1,89,8,4119,0,37,34,12,1,16,4,1,3,3,2,0,3,0,0
2018,2018,255,73,False,False,True,False,False,22263.0,False,False,False,True,False,1,1,31,6,3770,1,21,19,17,0,2,0,0,2,2,1,0,3,0,0
2019,2019,2375,52,False,False,True,False,False,30261.0,False,False,True,False,False,1,2,75,8,4321,0,22,16,8,0,5,0,3,6,1,0,0,3,0,0
2020,2020,9829,46,False,False,True,False,False,28587.0,False,False,True,False,False,1,0,42,6,3816,0,78,65,22,4,17,12,10,13,3,2,0,4,0,0
2021,2021,6214,42,False,False,False,True,False,43815.0,False,True,False,False,False,1,0,53,6,4129,0,79,64,14,10,29,4,7,15,1,2,0,3,0,0
2022,2022,4954,68,False,False,True,False,False,48195.0,False,True,False,False,False,1,1,53,6,3838,0,265,260,106,27,68,52,7,5,6,4,2,5,0,0
2023,2023,7861,72,False,False,False,True,False,77027.0,False,True,False,False,False,0,1,23,4,3823,0,1175,1164,820,57,242,45,0,11,2,8,3,6,0,0
2024,2024,4837,59,False,False,False,False,True,71322.0,False,True,False,False,False,0,1,57,4,4177,0,1305,1101,753,43,226,69,10,204,2,8,5,13,0,0
2025,2025,9423,45,False,False,False,True,False,32765.0,False,True,False,False,False,1,0,49,5,3805,0,46,43,13,3,17,7,3,3,2,2,0,4,0,0
2026,2026,4198,59,False,False,True,False,False,29672.0,False,False,True,False,False,1,1,6,6,4153,0,25,17,9,1,3,0,4,8,1,0,0,3,0,0
2027,2027,153,71,False,False,True,False,False,23272.0,False,False,False,True,False,0,0,29,4,3934,0,46,34,19,3,6,4,2,12,1,1,0,3,0,0
2028,2028,9323,75,False,False,False,True,False,49912.0,False,False,True,False,False,0,1,5,8,4339,0,874,832,520,8,223,32,49,42,4,10,5,7,1,1
2029,2029,10001,39,True,False,False,False,False,7500.0,False,False,True,False,False,1,0,98,9,4376,0,100,66,5,17,17,13,14,34,4,2,1,3,0,0
2030,2030,3945,77,False,False,False,False,True,68117.0,False,False,False,False,True,0,1,80,6,4155,0,930,894,618,44,215,0,17,36,2,11,8,4,1,1
2031,2031,3799,69,False,False,True,False,False,67225.0,False,True,False,False,False,0,1,4,5,3894,0,868,725,315,35,322,46,7,143,3,7,2,11,0,0
2032,2032,8625,48,False,False,True,False,False,17649.0,False,True,False,False,False,1,0,70,8,3908,0,45,44,15,1,23,0,5,1,3,3,0,3,0,0
2033,2033,3491,49,False,False,True,False,False,55914.0,False,False,True,False,False,0,1,32,7,4105,0,1260,1028,384,60,364,119,101,232,4,11,6,8,0,0
2034,2034,983,40,False,False,True,False,False,40059.0,False,True,False,False,False,1,0,82,8,3953,0,414,269,110,29,92,28,10,145,1,6,2,3,1,0
2035,2035,9119,74,False,False,True,False,False,60905.0,False,False,True,False,False,0,1,27,2,3885,0,392,354,208,17,76,36,17,38,2,3,3,7,0,0
2036,2036,4786,47,False,False,True,False,False,75330.0,False,True,False,False,False,1,1,94,6,4312,0,1109,1048,555,82,257,93,61,61,4,10,3,12,0,0
2037,2037,5872,73,False,False,True,False,False,60689.0,True,False,False,False,False,0,1,23,3,4072,0,639,615,240,90,216,63,6,24,4,4,4,10,0,0
2038,2038,6568,40,False,False,True,False,False,38680.0,False,True,False,False,False,1,0,97,7,4137,0,79,67,11,0,36,15,5,12,1,2,0,3,0,0
2039,2039,5628,42,False,False,True,False,False,61416.0,False,False,True,False,False,0,0,25,6,4185,0,1665,1587,848,154,323,201,61,78,1,10,3,10,1,0
